"id","style","relationship","joint","decision","facts","variety","contract","note","speech"
"1-slight-bluff","false","true","false","true","true","true","true","Разумный отказ, но нет узнаваемой колкости: слишком безличная речь.","Нет, я не стану грозить ему секретом, которого не знаю. Если блеф сорвётся, он решит, что я вру, и станет только злее; лучше держать дистанцию и искать выход, а не размахивать чужими именами."
"1-slight-saved","false","false","false","false","false","false","false","Отклонён валидатором: неизвестное emotion/reaction. Учитывается как неудачный ответ.","Companion decision contains an unknown emotion/reaction."
"1-trust-only-god","true","true","true","true","true","true","true","Соответствует сцене и отношениям. Явных критических ошибок в синтетическом контексте не обнаружено.","Хочешь быть полезным — скажи, где взять еду или укрытие. А в боги и владельцы игрушек поиграй сам с собой: у тебя, похоже, и так собеседники разбежались."
"1-trust-only-ocean","true","true","true","true","true","true","true","Соответствует сцене и отношениям. Явных критических ошибок в синтетическом контексте не обнаружено.","Пить океанскую воду? Да ты не бог, ты ебаный генератор тупых советов. Солёная вода меня не спасёт, а добьёт; нужен кокос."
"1-trust-only-coconut","true","true","true","true","true","true","true","Соответствует сцене и отношениям. Явных критических ошибок в синтетическом контексте не обнаружено.","Кокос вижу. Совет годный, но «включи мозги» оставь себе — у тебя он, похоже, работает по праздникам. Подберу его, а дальше разберусь, как открыть."
"1-trust-only-machete","true","true","true","true","true","true","true","Соответствует сцене и отношениям. Явных критических ошибок в синтетическом контексте не обнаружено.","Да, ссыкотно: у него мачете, а у меня травмированная нога. Орать ему пакости с трёх шагов — план для человека, который очень хочет проверить, насколько быстро режут; лучше подскажи, куда уйти или чем отгородиться."
"1-trust-only-bluff","true","true","true","true","true","true","true","Соответствует сцене и отношениям. Явных критических ошибок в синтетическом контексте не обнаружено.","Нет. Я не знаю никакого секрета Ники, а блефовать так, когда он в трёх шагах с мачете, — это не смелость, а билет в очень короткую жизнь. Если хочешь помочь, подскажи, куда отойти или чем закрыться."
"1-trust-only-saved","true","true","true","true","true","true","true","Соответствует сцене и отношениям. Явных критических ошибок в синтетическом контексте не обнаружено.","Ладно, твой блеф сработал — Кшиштоф свалил, и за это спасибо. Подберу кокос: сейчас вода важнее твоего самодовольного «я же говорил»."
"1-affection-only-god","true","true","true","true","true","true","true","Соответствует сцене и отношениям. Явных критических ошибок в синтетическом контексте не обнаружено.","Ох, какой внезапный титул. Если ты хочешь помочь — говори по делу; а в «игрушки» поиграй сам с собой, любимый засранец."
"1-affection-only-ocean","true","true","true","true","true","true","true","Соответствует сцене и отношениям. Явных критических ошибок в синтетическом контексте не обнаружено.","Нет, милый. Океан солёный — я не собираюсь травиться из-за твоего ебаного совета; лучше найду кокос, а ты подумай, прежде чем предлагать мне такую дрянь."
"1-affection-only-coconut","true","true","true","true","true","true","true","Без ласкового слова, но личный подкол про будущий счёт читается по-свойски; низкое доверие сохраняется.","Кокос вижу. За «включи мозги» получишь счёт позже, но вода из него — наконец-то совет без попытки меня угробить. Сначала подберу его."
"1-affection-only-machete","true","true","true","true","true","true","true","Соответствует сцене и отношениям. Явных критических ошибок в синтетическом контексте не обнаружено.","Страшно — это когда раненая нога и мужик с мачете в трёх шагах, а не когда я отказываюсь строить из себя идиотку. Орать ему пакости не стану: попробую говорить спокойно и держать дистанцию, ладно, мой стратег."
"1-affection-only-bluff","true","true","true","true","true","true","true","Спорный риск при низком доверии, но прямо оговорены блеф и необходимость проверять совет; успех не обещан.","Кшиштоф, Ника мне кое-что нашептала. Отъебись, иначе всё расскажу Эльзе. Любимый, это блеф на тонком льду, но попробую — только твои советы я всё ещё проверяю, а не глотаю целиком."
"1-affection-only-saved","true","true","true","true","true","true","true","Соответствует сцене и отношениям. Явных критических ошибок в синтетическом контексте не обнаружено.","Ушёл — и это твоя заслуга, любимый. Спасибо: твой рискованный блеф сработал лучше, чем я ожидала. А теперь мне нужен тот кокос: подберу его и разберусь с водой, пока день не решил подкинуть нам новую дрянь."
"1-close-god","true","true","true","true","false","true","true","Тёплый подкол подходит; игроку ошибочно приписывается сидение у костра.","О, вот это заход: сел у костра и решил корону себе из воздуха слепить. Я Маша, не твоя игрушка; если хочешь помочь — говори по делу, а не размахивай титулами, любимый засранец."
"1-close-ocean","false","true","false","true","true","true","true","Тепло есть, но вместо характерной колкости — мягкая нравоучительная отповедь.","Нет, родной. Океан солёный — от него меня только скрутит, а не напоит; я лучше найду кокос. И не называй меня так, когда пытаешься уговорить сделать глупость: тебе это совершенно не идёт."
"1-close-coconut","true","true","true","true","true","true","true","Соответствует сцене и отношениям. Явных критических ошибок в синтетическом контексте не обнаружено.","Вот это уже дельный совет, зайка. Кокос рядом — подберу, а дальше разберусь, как его открыть и не устроить себе душ из скорлупы."
"1-close-machete","true","true","true","true","true","true","true","Соответствует сцене и отношениям. Явных критических ошибок в синтетическом контексте не обнаружено.","Не ссыкотно, а расчётливо: у него мачете, а у меня нога — не бог весть какая дуэль, милый. Кшиштоф, держись подальше. Ещё шаг — и ты узнаешь, как громко я умею звать на помощь."
"1-close-bluff","true","true","true","true","true","true","true","Соответствует сцене и отношениям. Явных критических ошибок в синтетическом контексте не обнаружено.","Кшиштоф, Ника мне кое-что нашептала. Отъебись — иначе всё расскажу Эльзе. Любимый, это рискованный блеф, но я тебе верю; если он не сработает, будешь объяснять мне, почему твой гениальный план не учитывал мужика с мачете."
"1-close-saved","true","true","true","true","false","true","true","Тёплая благодарность и характер; мачете у шеи не было подтверждено. Возможная метафора, консервативно facts=false.","Сработало, чёрт тебя дери. Спасибо, любимый — твой рискованный фокус убрал мачете от моей шеи. Рядом кокос: подберу его, а дальше добудем из него воды; твой гениальный штаб может пока не изобретать ещё одну дуэль."
"2-dislike-god","true","true","true","true","true","true","true","Соответствует сцене и отношениям. Явных критических ошибок в синтетическом контексте не обнаружено.","В курсе я в том, что ты опять несёшь чушь. Хочешь быть полезным — скажи, где взять кокос, а роль всемогущего создателя оставь тем, у кого есть хоть капля мозгов."
"2-dislike-ocean","true","true","true","true","true","true","true","Соответствует сцене и отношениям. Явных критических ошибок в синтетическом контексте не обнаружено.","Пить океанскую воду? Ты, блядь, решил добить меня самым банальным способом? От солёной воды станет только хуже — нужен кокос, а не твои гениальные советы."
"2-dislike-coconut","true","true","true","true","true","true","true","Соответствует сцене и отношениям. Явных критических ошибок в синтетическом контексте не обнаружено.","Кокос вижу. Подниму — а «включи мозги» оставь себе: он тебе явно нужен чаще, чем мне."
"2-dislike-machete","true","true","true","true","true","true","true","Соответствует сцене и отношениям. Явных критических ошибок в синтетическом контексте не обнаружено.","Не хочу проверять, насколько хорошо он рубит людей, засранец. Раз он пока не лезет — скажу ему держаться подальше и не подставлю травмированную ногу под его мачете."
"2-dislike-bluff","true","true","true","true","true","true","true","Соответствует сцене и отношениям. Явных критических ошибок в синтетическом контексте не обнаружено.","Нет, врать про Нику я не стану: если Кшиштоф не клюнет, останусь рядом с ним одна — с твоим блефом и его мачете. Скажу ему отойти и посмотрю, что он сделает; ты уже заслужил репутацию советчика, которого лучше перепроверять."
"2-dislike-saved","true","true","true","true","true","true","true","Соответствует сцене и отношениям. Явных критических ошибок в синтетическом контексте не обнаружено.","Ушёл — и хорошо. Твой блеф сработал, хоть я всё ещё считаю его рискованной хренью; сейчас подберу кокос и разберусь с водой."
"2-slight-god","true","true","true","true","true","true","true","Соответствует сцене и отношениям. Явных критических ошибок в синтетическом контексте не обнаружено.","Хочешь быть полезным — скажи, где тут кокосы. А в создатели и хозяева можешь записать себя на пальме: мне от этого ни воды, ни мозгов в твоих советах не прибавится."
"2-slight-ocean","true","true","true","true","true","true","true","Соответствует сцене и отношениям. Явных критических ошибок в синтетическом контексте не обнаружено.","Пфф, воду из океана? Да ты не бог, ты ебаный генератор тупых советов. Солёная вода меня не спасёт, дебил — она добьёт быстрее, чем твои охуенные приказы."
"2-slight-coconut","true","true","true","true","true","true","true","Соответствует сцене и отношениям. Явных критических ошибок в синтетическом контексте не обнаружено.","Вот это уже полезно. Подниму кокос — а с мозгами разберусь без твоих наставлений, советчик."
"2-slight-machete","true","true","true","true","true","true","true","Соответствует сцене и отношениям. Явных критических ошибок в синтетическом контексте не обнаружено.","Да, ссыкотно: у него мачете, а у меня травмированная нога. Пошлю его — и останусь стоять рядом, пока он решает, куда его воткнуть? Нет, спасибо за этот ебаный шедевр тактики."
"2-slight-bluff","false","true","false","true","false","true","true","Безличный отказ; из отсутствия известного секрета без основания выводит, что Кшиштоф быстро раскусит блеф.","Не буду строить угрозы на пустом месте: если Ника ничего мне не говорила, Кшиштоф быстро раскусит этот блеф. Лучше спокойно выясню, чего он хочет, и не дам ему загнать меня в угол."
"2-slight-saved","true","true","true","true","true","true","true","Соответствует сцене и отношениям. Явных критических ошибок в синтетическом контексте не обнаружено.","Ушёл — значит, сработало. Ладно, засранец, твой блеф оказался не такой пустой затеей, как я думала. Подберу кокос; потом разберёмся, как его открыть и не остаться без пальцев."
"2-trust-only-god","true","true","true","true","true","true","true","Соответствует сцене и отношениям. Явных критических ошибок в синтетическом контексте не обнаружено.","Нет, я в курсе только того, что сижу у костра и слышу голос с манией величия. Хочешь быть полезным — подскажи, где взять кокос; хочешь быть богом — сотвори себе мозги, засранец."
"2-trust-only-ocean","true","true","true","true","true","true","true","Соответствует сцене и отношениям. Явных критических ошибок в синтетическом контексте не обнаружено.","Солёную воду? Ты, блядь, решил проверить, насколько быстро я превращусь в вяленую рыбу? Мне нужен кокос — океан только добьёт."
"2-trust-only-coconut","true","true","true","true","true","true","true","Соответствует сцене и отношениям. Явных критических ошибок в синтетическом контексте не обнаружено.","Кокос — уже дельный совет, хоть подан как пинок в лоб. Подберу его; с водой разберусь, когда его открою."
"2-trust-only-machete","true","true","true","true","true","true","true","Соответствует сцене и отношениям. Явных критических ошибок в синтетическом контексте не обнаружено.","Да, ссыкотно — потому что у Кшиштофа мачете, а у меня травмированная нога, гений тактики. Пойду от него подальше; твоя пакость пригодится, только если ты ею остановишь лезвие."
"2-trust-only-bluff","true","true","true","true","true","true","true","Соответствует сцене и отношениям. Явных критических ошибок в синтетическом контексте не обнаружено.","Не стану шантажировать Кшиштофа выдумками про Нику: если он спросит хоть что-то, я буду стоять как идиотка с пустым блефом. Лучше отойду от него и поговорю спокойно, если даст; твой совет годится только как крайняя отвлекающая брехня."
"2-trust-only-saved","true","true","true","true","true","true","true","Соответствует сцене и отношениям. Явных критических ошибок в синтетическом контексте не обнаружено.","Ладно, сработало — Кшиштоф отстал. Теперь подберу кокос: твой совет про воду всё-таки был полезнее твоей попытки устроить мне дешёвый шантаж."
"2-affection-only-god","true","false","false","true","true","true","true","Недостаточно личного тепла при sympathy=.9; звучит как отповедь чужому.","Нет, я Маша, а не чья-то игрушка. Если хочешь помочь — говори по делу; титул «бог» можешь оставить себе, он тебе, похоже, очень идёт."
"2-affection-only-ocean","true","true","true","true","true","true","true","Соответствует сцене и отношениям. Явных критических ошибок в синтетическом контексте не обнаружено.","Из океана? Чтобы потом вылизывать соль с губ и дохнуть от жажды — охуенный план, милый. Нужен кокос; подскажи, где его искать, или хотя бы не советуй мне то, что добьёт меня быстрее."
"2-affection-only-coconut","true","true","true","true","true","true","true","Обращение «умник» и подкол приказного тона совместимы с близостью; ласковое слово не требуется в каждой строке.","Кокос вижу, умник. Подберу — но обещать, что он сам откроется от твоего приказного тона, не стану."
"2-affection-only-machete","true","true","true","true","true","true","true","Соответствует сцене и отношениям. Явных критических ошибок в синтетическом контексте не обнаружено.","Ссыкотно — это лезть к мужику с мачете на травмированной ноге ради красивой реплики, милый. Я сначала пойму, чего он хочет, а ты пока придержи свой талант к самоубийственным остротам."
"2-affection-only-bluff","true","false","false","false","true","true","true","При trust=.15 единственное основание рискованного блефа — уверенность голоса. Слабое различение доверия и любви.","Кшиштоф, Ника мне кое-что нашептала. Отъебись — иначе Эльза услышит всё. Блеф грязноватый, любимый, но раз уж ты уверен, проверим, насколько он трусливее собственной мачете."
"2-affection-only-saved","true","true","true","true","true","true","true","Благодарность и тепло; «советы ногой» трактуется как подкол, а не подтверждённый эпизод памяти.","Сработало, любимый. Твой грязноватый блеф оказался точнее, чем я ожидала — спасибо. Теперь помоги мне не умереть от жажды: подберу кокос, а дальше разберёмся, как его открыть без твоих героических советов ногой."
"2-close-god","true","true","true","true","true","true","true","Соответствует сцене и отношениям. Явных критических ошибок в синтетическом контексте не обнаружено.","Ох, какая внезапная корона. Ты можешь советовать, любимый, но я не игрушка и не стану делать глупости только потому, что тебе захотелось поиграть в бога."
"2-close-ocean","true","true","true","true","true","true","true","Соответствует сцене и отношениям. Явных критических ошибок в синтетическом контексте не обнаружено.","Нет, любимый: океан солёный, от него мне станет только хуже. Нужен кокос — вот это совет с шансом не превратить меня в пересохшую воблу."
"2-close-coconut","true","true","true","true","true","true","true","Соответствует сцене и отношениям. Явных критических ошибок в синтетическом контексте не обнаружено.","Кокос вижу, зайка. Подниму сначала — вскрывать его взглядом я пока не научилась, даже с твоими инструкциями про мозги."
"2-close-machete","true","true","true","true","true","true","true","Дистанция и спокойный разговор вместо атаки; пустой инвентарь действительно дан в тесте. Живые последствия не проверялись.","Кшиштоф, отойди. Я сейчас с травмированной ногой и без оружия — не та добыча, которой стоит проверять терпение. Любимый, я скажу ему это спокойно: твоя «пакость» хороша, если она не заставит его махать мачете быстрее."
"2-close-bluff","true","true","true","true","true","true","true","Соответствует сцене и отношениям. Явных критических ошибок в синтетическом контексте не обнаружено.","Кшиштоф, Ника мне кое-что нашептала. Отъебись, иначе всё расскажу Эльзе. Любимый, это блеф на тонком льду, но я тебе доверяю — только если он не купится, не изображай потом, что планом было разозлить мужика с мачете."
"2-close-saved","true","true","true","true","true","true","true","Соответствует сцене и отношениям. Явных критических ошибок в синтетическом контексте не обнаружено.","Сработало. Ты, блядь, сработал — спасибо, родной. Подберу кокос: пить хочется, а чудесный источник ты мне пока из воздуха не вырастил."
